index,question,answer
7832,"I think we should play badminton indoors, too hot outside.","I think we should play badminton indoors, it's too hot outside."
7833,"Wah, you can do so many pull-ups, so strong!","Wow, you can do so many pull-ups, you're so strong!"
7834,Let's go for a morning run tomorrow.,Let's go for a morning run tomorrow.
7835,You want to play touch rugby with us?,Do you want to play touch rugby with us?
7836,I need to get a new pair of running shoes.,I need to get a new pair of running shoes.
7837,"Eh, you know how to play cricket?","Hey, do you know how to play cricket?"
7838,"Wah, the weather so nice today, perfect for a hike.","Wow, the weather is so nice today, perfect for a hike."
7839,Don't forget to bring your helmet for cycling.,Don't forget to bring your helmet for cycling.
7840,I think we should play soccer at the field near my house.,I think we should play soccer at the field near my house.
7841,You want to go for a swim later?,Do you want to go for a swim later?
7842,I need to practice my tennis serve more.,I need to practice my tennis serve more.
7843,"Eh, you free to play basketball this evening?","Hey, are you free to play basketball this evening?"
7844,"Wah, you can run so fast, what's your secret?","Wow, you can run so fast, what's your secret?"
7845,Let's go for a bike ride around the park.,Let's go for a bike ride around the park.
7846,You want to join us for a game of volleyball?,Do you want to join us for a game of volleyball?
7847,I need to buy a new pair of hiking boots.,I need to buy a new pair of hiking boots.
7848,"Eh, you know where to rent kayaks at MacRitchie?","Hey, do you know where to rent kayaks at MacRitchie?"
7849,"Wah, you so good at rock climbing!","Wow, you're so good at rock climbing!"
7850,Let's go for a walk at the park later.,Let's go for a walk at the park later.
7851,You want to try paddleboarding this weekend?,Do you want to try paddleboarding this weekend?
7852,I need to buy a new pair of swim goggles.,I need to buy a new pair of swim goggles.
7853,"Eh, you know where to rent rollerblades?","Hey, do you know where to rent rollerblades?"
7854,"I think we should play tennis indoors, too hot outside.","I think we should play tennis indoors, it's too hot outside."
7855,"Wah, you can do so many push-ups, so strong!","Wow, you can do so many push-ups, you're so strong!"
7856,Let's go for a morning swim tomorrow.,Let's go for a morning swim tomorrow.
7857,You want to play rugby with us?,Do you want to play rugby with us?
7858,I need to get a new pair of soccer boots.,I need to get a new pair of soccer boots.
7859,"Eh, you know how to play baseball?","Hey, do you know how to play baseball?"
7860,"Wah, the weather so nice today, perfect for a run.","Wow, the weather is so nice today, perfect for a run."
7861,Don't forget to bring your gloves for baseball.,Don't forget to bring your gloves for baseball.
7862,I think we should play volleyball at the beach.,I think we should play volleyball at the beach.
7863,You want to go for a hike later?,Do you want to go for a hike later?
7864,I need to practice my golf putting more.,I need to practice my golf putting more.
7865,"Eh, you free to play soccer this evening?","Hey, are you free to play soccer this evening?"
7866,"Wah, you can swim so fast, what's your secret?","Wow, you can swim so fast, what's your secret?"
7867,Let's go for a bike ride around the island.,Let's go for a bike ride around the island.
7868,You want to join us for a game of cricket?,Do you want to join us for a game of cricket?
7869,I need to buy a new pair of running shorts.,I need to buy a new pair of running shorts.
7870,"Eh, you know where to rent surfboards at Sentosa?","Hey, do you know where to rent surfboards at Sentosa?"
7871,"Wah, you so good at wakeboarding!","Wow, you're so good at wakeboarding!"
7872,Let's go for a walk at the beach later.,Let's go for a walk at the beach later.
7873,You want to try windsurfing this weekend?,Do you want to try windsurfing this weekend?
7874,I need to buy a new pair of swim trunks.,I need to buy a new pair of swim trunks.
7875,"Eh, you know where to rent paddleboards?","Hey, do you know where to rent paddleboards?"
7876,"I think we should play frisbee indoors, too windy outside.","I think we should play frisbee indoors, it's too windy outside."
7877,"Wah, you can do so many sit-ups, so strong!","Wow, you can do so many sit-ups, you're so strong!"
7878,Let's go for a morning bike ride tomorrow.,Let's go for a morning bike ride tomorrow.
7879,You want to play baseball with us?,Do you want to play baseball with us?
7880,I need to get a new pair of tennis shoes.,I need to get a new pair of tennis shoes.
